2019/05/01 10:00:26,2019/05/01 10:07:11,405,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,3554,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,24840,Subscriber,1980,1,1827
2019/05/01 10:00:37,2019/05/01 10:08:07,450,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,31853,Subscriber,1975,1,1828
2019/05/01 10:00:46,2019/05/01 10:07:06,380,257,Lispenard St & Broadway,40.71939226,-74.00247214,276,Duane St & Greenwich St,40.71748752,-74.0104554,25060,Subscriber,1990,1,1829
2019/05/01 10:01:31,2019/05/01 10:10:03,512,530,11 Ave & W 59 St,40.77149671054441,-73.99046033620834,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,21491,Subscriber,1971,1,1830
2019/05/01 10:01:40,2019/05/01 10:08:32,411,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3151,E 81 St & York Ave,40.7728384,-73.94989233,32220,Subscriber,1976,2,1831
2019/05/01 10:02:31,2019/05/01 10:11:45,554,497,E 17 St & Broadway,40.73704984,-73.99009296,3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,27491,Subscriber,1978,1,1832
2019/05/01 10:02:37,2019/05/01 10:10:48,490,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,26785,Subscriber,1990,1,1833
2019/05/01 10:02:39,2019/05/01 10:09:21,401,326,E 11 St & 1 Ave,40.72953837,-73.98426726,223,W 13 St & 7 Ave,40.73781509,-73.99994661,29949,Subscriber,1987,1,1834
2019/05/01 10:04:07,2019/05/01 10:20:21,973,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,351,Front St & Maiden Ln,40.70530954,-74.00612572,30409,Subscriber,1966,1,1835
2019/05/01 10:04:33,2019/05/01 10:19:51,917,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19633,Subscriber,1966,1,1836
2019/05/01 10:04:37,2019/05/01 10:16:47,730,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,515,W 43 St & 10 Ave,40.76009437,-73.99461843,26011,Subscriber,1957,1,1837
2019/05/01 10:04:38,2019/05/01 10:09:09,270,3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,462,W 22 St & 10 Ave,40.74691959,-74.00451887,28007,Subscriber,1988,2,1838
2019/05/01 10:05:21,2019/05/01 10:08:46,204,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,456,E 53 St & Madison Ave,40.7597108,-73.97402311,33859,Subscriber,1973,1,1839
2019/05/01 10:05:26,2019/05/01 10:08:35,189,432,E 7 St & Avenue A,40.72621788,-73.98379855,326,E 11 St & 1 Ave,40.72953837,-73.98426726,26453,Subscriber,1960,1,1840
2019/05/01 10:05:53,2019/05/01 10:27:32,1298,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3151,E 81 St & York Ave,40.7728384,-73.94989233,27562,Subscriber,1987,1,1841
2019/05/01 10:06:52,2019/05/01 10:26:28,1176,309,Murray St & West St,40.7149787,-74.013012,523,W 38 St & 8 Ave,40.75466591,-73.99138152,29993,Subscriber,1995,1,1842
2019/05/01 10:06:53,2019/05/01 10:29:42,1369,3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,486,Broadway & W 29 St,40.7462009,-73.98855723,35203,Subscriber,1993,2,1843
2019/05/01 10:08:08,2019/05/01 10:24:32,984,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,465,Broadway & W 41 St,40.75513557,-73.98658032,20123,Subscriber,1993,1,1844
2019/05/01 10:08:19,2019/05/01 10:15:02,402,319,Fulton St & Broadway,40.711066,-74.009447,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,29388,Subscriber,1991,1,1845
2019/05/01 10:08:53,2019/05/01 10:13:08,255,326,E 11 St & 1 Ave,40.72953837,-73.98426726,335,Washington Pl & Broadway,40.72903917,-73.99404649,19694,Subscriber,1997,1,1846
2019/05/01 10:09:14,2019/05/01 10:17:58,523,150,E 2 St & Avenue C,40.7208736,-73.98085795,3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,18259,Subscriber,1998,1,1847
2019/05/01 10:09:26,2019/05/01 10:12:35,189,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,2012,E 27 St & 1 Ave,40.739445,-73.976806,30450,Subscriber,1989,1,1848
2019/05/01 10:09:39,2019/05/01 10:13:06,206,3151,E 81 St & York Ave,40.7728384,-73.94989233,3156,E 72 St & York Ave,40.76663814,-73.95348296,32220,Subscriber,1978,1,1849
2019/05/01 10:09:42,2019/05/01 10:13:30,227,3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,30885,Subscriber,1989,1,1850
2019/05/01 10:10:07,2019/05/01 10:17:38,450,3100,Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,32466,Subscriber,1982,1,1851
2019/05/01 10:10:17,2019/05/01 10:18:38,501,251,Mott St & Prince St,40.72317958,-73.99480012,346,Bank St & Hudson St,40.73652889,-74.00618026,17199,Subscriber,1990,1,1852
2019/05/01 10:10:43,2019/05/01 10:25:11,868,291,Madison St & Montgomery St,40.713126,-73.984844,326,E 11 St & 1 Ave,40.72953837,-73.98426726,19203,Subscriber,1960,2,1853
2019/05/01 10:11:19,2019/05/01 10:16:16,296,346,Bank St & Hudson St,40.73652889,-74.00618026,334,W 20 St & 7 Ave,40.74238787,-73.99726235,30443,Subscriber,1987,1,1854
2019/05/01 10:11:23,2019/05/01 10:17:54,390,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,19378,Customer,1992,1,1855
2019/05/01 10:11:33,2019/05/01 10:20:26,532,268,Howard St & Centre St,40.71910537,-73.99973337,295,Pike St & E Broadway,40.71406667,-73.99293911,28545,Subscriber,1969,0,1856
2019/05/01 10:11:55,2019/05/01 10:18:47,412,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,20848,Subscriber,1992,2,1857
2019/05/01 10:12:21,2019/05/01 10:15:53,211,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,28592,Subscriber,1988,1,1858
2019/05/01 10:13:15,2019/05/01 10:22:11,536,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,515,W 43 St & 10 Ave,40.76009437,-73.99461843,19132,Subscriber,1992,1,1859
2019/05/01 10:14:02,2019/05/01 10:18:43,280,3365,3 St & 7 Ave,40.6703837,-73.97839676,3304,6 Ave & 9 St,40.668127,-73.98377641,19608,Subscriber,1969,0,1860
2019/05/01 10:14:10,2019/05/01 10:17:16,186,3124,46 Ave & 5 St,40.74731,-73.95451,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,15154,Subscriber,1985,2,1861
